//Index 	 Name 				 Option1 	 Value1 	 Option2 	 Value2 	 Option3 	 Value3 	 Option4 	 Value4 	 Option5 	 Value5 	 Option6 	 Value6 	 Option7 	 Value7 	 Option8 	 Value8 	 Option9 	 Value9 	 Option10 	 Value10 	 Option11 	 Value11 	 Option12 	 Value12 	 FullOption1 	 FullValue1 	 FullOption2 	 FullValue2 	 FullOption3 	 FullValue3 	 FullOption4 	 FullValue4 	 FullOption5 	 FullValue5 	 FullOption6 	 FullValue6 	 FullOption7 	 FullValue7 	 FullOption8 	 FullValue8 	 FullOption9 	 FullValue9 
241 	 "Treasure"			 19 		 50 		 2 		 90 		 20 		 18 		 27 		 100 		 16 		 40 		 18 		 70 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 20 		 25 		 60 		 15 		 20 		 17 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
242 	 "Awakening"		 19 		 55 		 2 		 100 		 20 		 18 		 121 		 1 		 124 		 4 		 123 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 25 		 122 		 2 		 15 		 20 		 17 		 20 		 31 		 2 		 * 		 * 		 * 		 * 		 * 		 * 		 
243 	 "Frosty"			 126 		 25 		 129 		 15 		 20 		 18 		 121 		 20 		 124 		 23 		 123 		 22 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 16 		 122 		 18 		 15 		 20 		 17 		 20 		 31 		 4 		 125 		 17 		 * 		 * 		 * 		 * 		 
244 	 "Forefather's"		 126 		 40 		 129 		 44 		 20 		 18 		 121 		 35 		 124 		 38 		 123 		 37 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 31 		 122 		 33 		 15 		 20 		 17 		 20 		 31 		 6 		 125 		 32 		 132 		 45 		 * 		 * 		 
245 	 "Roaring"			 126 		 56 		 129 		 60 		 20 		 18 		 121 		 51 		 124 		 54 		 123 		 53 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 47 		 122 		 49 		 15 		 20 		 17 		 20 		 31 		 8 		 125 		 48 		 132 		 61 		 * 		 * 		 
246 	 "Celestial"		 126 		 68 		 127 		 62 		 20 		 18 		 120 		 66 		 124 		 70 		 123 		 69 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 63 		 122 		 65 		 15 		 20 		 17 		 20 		 31 		 10 		 125 		 64 		 132 		 77 		 * 		 * 		 
247 	 "Celestial"		 126 		 72 		 129 		 76 		 20 		 18 		 121 		 67 		 124 		 70 		 123 		 69 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 63 		 122 		 65 		 15 		 20 		 17 		 20 		 31 		 10 		 125 		 64 		 132 		 77 		 * 		 * 		 
248 	 "Celestial"		 126 		 75 		 128 		 62 		 20 		 18 		 120 		 71 		 124 		 74 		 123 		 73 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 63 		 122 		 65 		 15 		 20 		 17 		 20 		 31 		 10 		 125 		 64 		 132 		 77 		 * 		 * 		 
249 	 "Celestial"		 126 		 78 		 129 		 76 		 20 		 18 		 131 		 79 		 124 		 70 		 123 		 69 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 63 		 122 		 65 		 15 		 20 		 17 		 20 		 31 		 10 		 125 		 64 		 132 		 77 		 * 		 * 		 
250 	 "Celestial" 126 		 68 		 127 		 62 		 20 		 18 		 120 		 66 		 124 		 70 		 123 		 69 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 63 		 122 		 65 		 15 		 20 		 17 		 20 		 31 		 10 		 125 		 64 		 132 		 77 		 * 		 * 		 
251 	 "Celestial"		 126 		 72 		 127 		 62 		 20 		 18 		 120 		 71 		 124 		 74 		 123 		 73 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 63 		 122 		 65 		 15 		 20 		 17 		 20 		 31 		 10 		 125 		 64 		 132 		 77 		 * 		 * 		 
252 	 "Celestial"		 126 		 68 		 127 		 62 		 20 		 18 		 120 		 66 		 124 		 70 		 123 		 69 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 63 		 122 		 65 		 15 		 20 		 17 		 20 		 31 		 10 		 125 		 64 		 132 		 77 		 * 		 * 		 
253 	 "Celestial"		 126 		 75 		 127 		 62 		 20 		 18 		 120 		 71 		 124 		 74 		 123 		 73 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 63 		 122 		 65 		 15 		 20 		 17 		 20 		 31 		 10 		 125 		 64 		 132 		 77 		 * 		 * 		 
254 	 "Celestial"		 129 		 76 		 29 		 59 		 28 		 59 		 22 		 49 		 30 		 75 		 10 		 290 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 11 		 590 		 130 		 63 		 122 		 65 		 125 		 48 		 132 		 48 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
255 	 "Celestial" 126 		 72 		 129 		 76 		 20 		 18 		 121 		 67 		 124 		 70 		 123 		 69 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 63 		 122 		 65 		 15 		 20 		 17 		 20 		 31 		 10 		 125 		 64 		 132 		 77 		 * 		 * 		 
256 	 "Celestial"		 126 		 72 		 129 		 76 		 20 		 18 		 121 		 67 		 124 		 70 		 123 		 69 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 63 		 122 		 65 		 15 		 20 		 17 		 20 		 31 		 10 		 125 		 64 		 132 		 77 		 * 		 * 		 
257 	 "Celestial"		 126 		 68 		 127 		 62 		 20 		 18 		 120 		 66 		 124 		 70 		 123 		 69 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 63 		 122 		 65 		 15 		 20 		 17 		 20 		 31 		 10 		 125 		 64 		 132 		 77 		 * 		 * 		 
258 	 "Celestial"	 126 		 68 		 3 		 360 		 20 		 18 		 10 		 240 		 15 		 40 		 17 		 40 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 34 		 260 		 130 		 63 		 122 		 65 		 35 		 44 		 36 		 38 		 31 		 7 		 125 		 64 		 132 		 77 		 * 		 * 		 
259 	 "Celestial"	 126 		 72 		 129 		 76 		 20 		 18 		 121 		 67 		 124 		 70 		 123 		 69 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 63 		 122 		 65 		 15 		 20 		 17 		 20 		 31 		 10 		 125 		 64 		 132 		 77 		 * 		 * 		 
260 	 "Celestial"	 126 		 72 		 129 		 76 		 20 		 18 		 121 		 67 		 124 		 70 		 123 		 69 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 63 		 122 		 65 		 15 		 20 		 17 		 20 		 31 		 10 		 125 		 64 		 132 		 77 		 * 		 * 		 
261 	 "Celestial"		 126 		 72 		 129 		 76 		 20 		 18 		 121 		 67 		 124 		 70 		 123 		 69 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 63 		 122 		 65 		 15 		 20 		 17 		 20 		 31 		 10 		 125 		 64 		 132 		 77 		 * 		 * 		 
262 	 "Crimson"		 126 		 86 		 127 		 80 		 20 		 18 		 120 		 84 		 124 		 88 		 123 		 87 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 81 		 122 		 83 		 15 		 20 		 17 		 20 		 31 		 12 		 125 		 82 		 132 		 95 		 134 		 98 		 
263 	 "Crimson"		 126 		 90 		 129 		 94 		 20 		 18 		 121 		 85 		 124 		 88 		 123 		 87 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 81 		 122 		 83 		 15 		 20 		 17 		 20 		 31 		 12 		 125 		 82 		 132 		 95 		 134 		 98 		 
264 	 "Crimson"		 126 		 93 		 128 		 80 		 20 		 18 		 120 		 89 		 124 		 92 		 123 		 91 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 81 		 122 		 83 		 15 		 20 		 17 		 20 		 31 		 12 		 125 		 82 		 132 		 95 		 134 		 98 		 
265 	 "Crimson"		 126 		 96 		 129 		 94 		 20 		 18 		 131 		 97 		 124 		 88 		 123 		 87 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 81 		 122 		 83 		 15 		 20 		 17 		 20 		 31 		 12 		 125 		 82 		 132 		 95 		 134 		 98 		 
266 	 "Crimson" 126 		 86 		 127 		 80 		 20 		 18 		 120 		 84 		 124 		 88 		 123 		 87 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 81 		 122 		 83 		 15 		 20 		 17 		 20 		 31 		 12 		 125 		 82 		 132 		 95 		 134 		 98 		 
267 	 "Crimson"		 126 		 90 		 127 		 80 		 20 		 18 		 120 		 89 		 124 		 92 		 123 		 91 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 81 		 122 		 83 		 15 		 20 		 17 		 20 		 31 		 12 		 125 		 82 		 132 		 95 		 134 		 98 		 
268 	 "Crimson"		 126 		 86 		 127 		 80 		 20 		 18 		 120 		 84 		 124 		 88 		 123 		 87 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 81 		 122 		 83 		 15 		 20 		 17 		 20 		 31 		 12 		 125 		 82 		 132 		 95 		 134 		 98 		 
269 	 "Crimson"		 126 		 93 		 127 		 80 		 20 		 18 		 120 		 89 		 124 		 92 		 123 		 91 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 81 		 122 		 83 		 15 		 20 		 17 		 20 		 31 		 12 		 125 		 82 		 132 		 95 		 134 		 98 		 
270 	 "Crimson"		 129 		 94 		 29 		 63 		 28 		 63 		 22 		 51 		 30 		 80 		 10 		 300 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 11 		 610 		 130 		 81 		 122 		 83 		 125 		 64 		 132 		 64 		 134 		 98 		 * 		 * 		 * 		 * 		 * 		 * 		 
271 	 "Crimson" 126 		 90 		 129 		 94 		 20 		 18 		 121 		 85 		 124 		 88 		 123 		 87 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 81 		 122 		 83 		 15 		 20 		 17 		 20 		 31 		 12 		 125 		 82 		 132 		 95 		 134 		 98 		 
272 	 "Crimson"		 126 		 90 		 129 		 94 		 20 		 18 		 121 		 85 		 124 		 88 		 123 		 87 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 81 		 122 		 83 		 15 		 20 		 17 		 20 		 31 		 12 		 125 		 82 		 132 		 95 		 134 		 98 		 
273 	 "Crimson"		 126 		 86 		 127 		 80 		 20 		 18 		 120 		 84 		 124 		 88 		 123 		 87 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 81 		 122 		 83 		 15 		 20 		 17 		 20 		 31 		 12 		 125 		 82 		 132 		 95 		 134 		 98 		 
274 	 "Crimson"	 126 		 86 		 3 		 400 		 20 		 18 		 10 		 270 		 15 		 45 		 17 		 45 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 34 		 290 		 130 		 81 		 122 		 83 		 35 		 51 		 36 		 42 		 31 		 9 		 125 		 82 		 132 		 95 		 134 		 98 		 
275 	 "Crimson"	 126 		 90 		 129 		 94 		 20 		 18 		 121 		 85 		 124 		 88 		 123 		 87 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 81 		 122 		 83 		 15 		 20 		 17 		 20 		 31 		 12 		 125 		 82 		 132 		 95 		 134 		 98 		 
276 	 "Crimson"	 126 		 90 		 129 		 94 		 20 		 18 		 121 		 85 		 124 		 88 		 123 		 87 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 81 		 122 		 83 		 15 		 20 		 17 		 20 		 31 		 12 		 125 		 82 		 132 		 95 		 134 		 98 		 
277 	 "Crimson"		 126 		 90 		 129 		 94 		 20 		 18 		 121 		 85 		 124 		 88 		 123 		 87 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 81 		 122 		 83 		 15 		 20 		 17 		 20 		 31 		 12 		 125 		 82 		 132 		 95 		 134 		 98 		 
278 	 "Crimson"	 126 		 86 		 127 		 80 		 20 		 18 		 120 		 84 		 124 		 88 		 123 		 87 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 81 		 122 		 83 		 15 		 20 		 17 		 20 		 31 		 12 		 125 		 82 		 132 		 95 		 134 		 98 		 
279 	 "Mortal"			 11 		 100 		 * 		 * 		 19 		 20 		 * 		 * 		 17 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 15 		 15 		 20 		 10 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
280 	 "Slayer"			 10 		 50 		 * 		 * 		 5 		 20 		 6 		 30 		 20 		 5 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 5 		 17 		 15 		 19 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
281 	 "Legionary"			 11 		 30 		 * 		 * 		 19 		 25 		 * 		 * 		 10 		 20 		 * 		 * 		 20 		 10 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 15 		 10 		 17 		 10 		 16 		 10 		 18 		 10 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
282 	 "Gluttonous"			 11 		 50 		 * 		 * 		 10 		 40 		 * 		 * 		 20 		 15 		 * 		 * 		 15 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 17 		 15 		 16 		 20 		 18 		 20 		 21 		 5 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
283 	 "Apprentice Illusion Knight's"	 19 		 5 		 * 		 * 		 8 		 7 		 * 		 * 		 20 		 1 		 * 		 * 		 26 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
284 	 "Illusion Knight's"		 19 		 7 		 * 		 * 		 8 		 10 		 * 		 * 		 20 		 3 		 * 		 * 		 26 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 40 		 21 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
285 	 "Longing"	 19 		 25 		 0 		 50 		 20 		 10 		 26 		 50 		 15 		 15 		 17 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 5 		 24 		 10 		 25 		 20 		 16 		 30 		 18 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
286 	 "Void"	 19 		 30 		 0 		 70 		 20 		 15 		 26 		 75 		 16 		 35 		 18 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 7 		 24 		 15 		 25 		 30 		 15 		 18 		 17 		 18 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
287 	 "Death"	 19 		 35 		 0 		 90 		 20 		 18 		 26 		 100 		 16 		 40 		 18 		 70 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 20 		 25 		 40 		 15 		 20 		 17 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
288 	 "Awakening"	 19 		 40 		 0 		 100 		 20 		 18 		 120 		 0 		 124 		 4 		 123 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 25 		 122 		 2 		 15 		 20 		 17 		 20 		 31 		 2 		 * 		 * 		 * 		 * 		 * 		 * 		 
289 	 "Frosty"	 126 		 21 		 127 		 15 		 20 		 18 		 120 		 19 		 124 		 23 		 123 		 22 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 16 		 122 		 18 		 15 		 20 		 17 		 20 		 31 		 4 		 125 		 17 		 * 		 * 		 * 		 * 		 
290 	 "Forefather's"	 126 		 36 		 127 		 30 		 20 		 18 		 120 		 34 		 124 		 38 		 123 		 37 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 31 		 122 		 33 		 15 		 20 		 17 		 20 		 31 		 6 		 125 		 32 		 132 		 45 		 * 		 * 		 
291 	 "Roaring"	 126 		 52 		 127 		 46 		 20 		 18 		 120 		 50 		 124 		 54 		 123 		 53 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 47 		 122 		 49 		 15 		 20 		 17 		 20 		 31 		 8 		 125 		 48 		 132 		 61 		 * 		 * 		 
292 	 "Celestial"	 126 		 68 		 127 		 62 		 20 		 18 		 120 		 66 		 124 		 70 		 123 		 69 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 63 		 122 		 65 		 15 		 20 		 17 		 20 		 31 		 10 		 125 		 64 		 132 		 77 		 * 		 * 		 
end
