0 
//Type 	 Slot 	 Skill 	 Width 	 Height 	 HaveSerial 	 HaveOption 	 DropItem 	 Name 						Level 	 DamageMin 	 DamageMax 	 AttackSpeed 	 Durability 	 MagicDurability 	 MagicDamageRate 	 ReqLevel 	 ReqStrength 	 ReqDexterity 	 ReqEnergy 	 ReqVitality 	 ReqLeadership 	DW 	 DK 	 FE 	 MG 	 DL 	 SU 	 RF 	 GL 	 RW 	 SL 	 GC
503 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Sweet Muscle Man (Evolved)"			0 	 255 		 0 		 0 		 0 		 0 		 0 		 0 		 0 		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
510 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Lapidary Stone"				0 	 1 		 0 		 0 		 0 		 0 		 160 		 0 		 0 		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
end

14 
//Type 	 Slot 	 Skill 	 Width 	 Height 	 HaveSerial 	 HaveOption 	 DropItem 	 Name 						Value 	 Level 	
0 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Apple"					5 	 1 	 
1 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Small Healing Potion"				10 	 10 	 
2 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Healing Potion"				20 	 25 	 
3 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Large Healing Potion"				30 	 40 	 
4 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Small Mana Potion"				10 	 10 	 
5 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Mana Potion"					20 	 25 	 
6 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Large Mana Potion"				30 	 40 	 
7 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Siege Potion"					30 	 0 	 
8 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Antidote"					10 	 10 	 
9 	 * 	 0 	 1 	 2 		 1 		 1 		 1 		 "Ale"						30 	 15 	 
10 	 * 	 0 	 1 	 2 		 1 		 1 		 1 		 "Town Portal Scroll"				30 	 30 	 
11 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Box of Luck"					0 	 0 	 
12 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Heart"					0 	 0 	 
13 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Jewel of Bless"				150 	 25 	 
14 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Jewel of Soul"				150 	 30 	 
15 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Zen"						0 	 0 	 
16 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Jewel of Life"				0 	 72 	 
17 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Devil's Eye"					0 	 1 	 
18 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Devil's Key"					0 	 1 	 
19 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Devil's Invitation"				0 	 0 	 
20 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Remedy of Love"				0 	 0 	 
21 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Rena"						0 	 0 	 
22 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Jewel of Creation"				0 	 78 	 
23 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Scroll of the Emperor"			0 	 0 	 
24 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Broken Sword"					0 	 0 	 
25 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Tear of Elf"					0 	 0 	 
26 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Soul Shard of Wizard"				0 	 0 	 
28 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Lost Map"					0 	 0 	 
29 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Symbol of Kundun"				0 	 0 	 
31 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Jewel of Guardian"				75 	 0 	 
32 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Pink Chocolate Box"				0 	 0 	 
33 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Red Chocolate Box"				0 	 0 	 
34 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Blue Chocolate Box"				0 	 0 	 
35 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Small SD Potion"				50 	 0 	 
36 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "SD Potion"					80 	 0 	 
37 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Large SD Potion"				100 	 0 	 
38 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Small Complex Potion"				20 	 68 	 
39 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Complex Potion"				40 	 96 	 
40 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Large Complex Potion"				60 	 118 	 
41 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Gemstone"					150 	 25 	 
42 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Jewel of Harmony"				150 	 25 	 
43 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Lower refining stone"				150 	 25 	 
44 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Higher refining stone"			150 	 25 	 
45 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Pumpkin of Luck"				0 	 1 	 
46 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "[Boost]Jack O'Lantern Blessings"		0 	 0 	 
47 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "[Reinforce]Jack O'Lantern Wrath"		0 	 0 	 
48 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "[Reinforce]Jack O'Lantern Cry"		0 	 0 	 
49 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "[Boost]Jack O'Lantern Food"			0 	 0 	 
50 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "[Boost]Jack O'Lantern Drink"			0 	 0 	 
51 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Chistmas Star"				0 	 0 	 
52 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "GM Gift"					0 	 0 	 
53 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Talisman of Luck"				0 	 0 	 
54 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Chaos Card"					0 	 0 	 
55 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Green Chaos Box"				0 	 0 	 
56 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Red Chaos Box"				0 	 0 	 
57 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Purple Chaos Box"				0 	 0 	 
58 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Rare Item Ticket1"				0 	 0 	 
59 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Rare Item Ticket2"				0 	 0 	 
60 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Rare Item Ticket3"				0 	 0 	 
63 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Firecracker"					0 	 0 	 
64 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Cursed Hallow"				0 	 0 	 
65 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Death-beam Knight Flame"			0 	 0 	 
66 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Hell-Miner Horn"				0 	 0 	 
67 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Dark Phoenix Feather"				0 	 0 	 
68 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Abyssal Eye"					0 	 0 	 
70 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Elite Healing Potion"				0 	 0 	 
71 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Elite Mana Potion"				0 	 0 	 
72 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Scroll of Quickness"				0 	 0 	 
73 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Scroll of Defense"				0 	 0 	 
74 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Scroll of Wrath"				0 	 0 	 
75 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Scroll of Wizardry"				0 	 0 	 
76 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Scroll of Health"				0 	 0 	 
77 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Scroll of Mana"				0 	 0 	 
84 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Cherry Blossom Play-Box"			0 	 0 	 
85 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "[Boost]Cherry Blossom Wine"			0 	 0 	 
86 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "[Boost]Cherry Blossom Rice Cake"		0 	 0 	 
87 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "[Reinforce]Cherry Blossom Flower Petal"	0 	 0 	 
89 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Red Cherry Blossom Branch"			0 	 0 	 
90 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Golden Cherry Blossom Branch"			0 	 0 	 
96 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Talisman of Chaos Assembly"			0 	 0 	 
99 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Christmas Firecracker"			0 	 0 	 
100 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Lucky Coin"					0 	 0 	 
101 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Suspicious Scrap of Paper"			0 	 32 	 
102 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Gaion's Order"				0 	 0 	 
103 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "First Secromicon Fragment"			0 	 0 	 
104 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Second Secromicon Fragment"			0 	 0 	 
105 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Third Secromicon Fragment"			0 	 0 	 
106 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Fourth Secromicon Fragment"			0 	 0 	 
107 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Fifth Secromicon Fragment"			0 	 0 	 
108 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Sixth Secromicon Fragment"			0 	 0 	 
109 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Complete Secromicon"				0 	 0 	 
110 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Sign of Dimensions"				0 	 32 	 
111 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Mirror of Dimensions"				0 	 0 	 
112 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Silver Key"					0 	 0 	 
113 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Gold Key"					0 	 0 	 
114 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Master Skill Reset"				0 	 0 	 
115 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Stat Adjustment"				0 	 0 	 
116 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Character Relocation Service"			0 	 0 	 
117 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Character Rename Service"			0 	 0 	 
118 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Server Transfer Service"			0 	 0 	 
119 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Premium Package"				0 	 0 	 
120 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Goblin Gold Coin"				0 	 0 	 
121 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Sealed Golden Box"				0 	 0 	 
122 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Sealed Silver Box"				0 	 0 	 
123 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Golden Box"					0 	 0 	 
124 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Silver Box"					0 	 0 	 
125 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Package Box"					0 	 0 	 
126 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "30-Day Pass"					0 	 0 	 
127 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "90-Day Pass"					0 	 0 	 
128 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "30-Day Pass - Points"				0 	 0 	 
129 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "90-Day Pass - Points"				0 	 0 	 
130 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "3-Hour Pass"					0 	 0 	 
131 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "5-Hour Pass"					0 	 0 	 
132 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "10-Hour Pass"					0 	 0 	 
133 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Elite SD Potion"				0 	 0 	 
134 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Package Box A"				0 	 0 	 
135 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Package Box B"				0 	 0 	 
136 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Package Box C"				0 	 0 	 
137 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Package Box D"				0 	 0 	 
138 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Package Box E"				0 	 0 	 
139 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Package Box F"				0 	 0 	 
141 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Shining Jewelry Case"				0 	 0 	 
142 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Elegant Jewelry Case"				0 	 0 	 
143 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Steel Jewelry Case"				0 	 0 	 
144 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Old Jewelry Case"				0 	 0 	 
145 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Rare Item Ticket 7"				0 	 0 	 
151 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Lv. 1 Letter of Request"			0 	 0 	 
152 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Lv. 1 Completion Certificate"			0 	 0 	 
153 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Stardust"					60 	 0 	 
154 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Kalt Stone"					60 	 0 	 
155 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Tantalos's Armor"				60 	 0 	 
156 	 * 	 0 	 1 	 3 		 1 		 1 		 0 		 "Burnt Murderer's Club"			60 	 0 	 
157 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Green Box"					190 	 0 	 
158 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Red Box"					190 	 0 	 
159 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Purple Box"					190 	 0 	 
160 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Jewel of Extension"				0 	 0 	 
161 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Jewel of Elevation"				0 	 0 	 
162 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Magic Backpack"				0 	 0 	 
163 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Vault Expansion Certificate"			0 	 0 	 
164 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Ancient Statue"				0 	 0 	 
165 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Magical cloth"				0 	 0 	 
166 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Rune Cloth"					0 	 0 	 
170 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Lv. 2 letter of Request"			0 	 0 	 
171 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Lv. 2 Completion Certificate"			0 	 0 	 
176 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Death King's Bone"				0 	 0 	 
177 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Hell Maine's Leather"				0 	 0 	 
178 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Dark Phoenix Flame"				0 	 0 	 
179 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Death Beam Knight Soul"			0 	 0 	 
180 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Ice Walker's Mane"				0 	 0 	 
181 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Mammoth's Bundle of Fur"			0 	 0 	 
182 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Giant's Icicle"				0 	 0 	 
183 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Coolutin's Poison"				0 	 0 	 
184 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Iron Knight's Heart"				0 	 0 	 
185 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Dark Mammoth's Horn"				0 	 0 	 
186 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Dark Giant's Axe"				0 	 0 	 
187 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Dark Coolutin's Blood"			0 	 0 	 
188 	 * 	 0 	 1 	 4 		 1 		 1 		 0 		 "Dark Iron Knight's Sword"			0 	 0 	 
189 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Elemental Talisman of Luck"			0 	 10 	 
190 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Elemental Talisman of Chaos"			0 	 0 	 
191 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Sonic Combination Note"			0 	 0 	 
192 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Cyclone Combination Note"			0 	 0 	 
193 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Blast Combination Note"			0 	 0 	 
194 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Magma Combination Note"			0 	 0 	 
195 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Horn Combination Note"			0 	 0 	 
196 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Angelic Combination Note"			0 	 0 	 
197 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Devil Cross Combination Note"			0 	 0 	 
198 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Miracle Combination Note"			0 	 0 	 
199 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Spite Combination Note"			0 	 0 	 
200 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Asura Combination Note"			0 	 0 	 
201 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Thunder Combination Note"			0 	 0 	 
202 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Soul Combination Note"			0 	 0 	 
206 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Lackluster Box"				0 	 0 	 
207 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Luxurious Box"				0 	 0 	 
208 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Exciting Box"					0 	 0 	 
209 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Tradeable Seal"				0 	 0 	 
210 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Summon Scroll (Lv1)"				0 	 32 	 
211 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Summon Scroll (Lv2)"				0 	 32 	 
212 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Summon Scroll (Lv3)"				0 	 32 	 
213 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Summon Scroll (Lv4)"				0 	 32 	 
215 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Card Piece"					0 	 0 	 
216 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Card Deck"					0 	 0 	 
217 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Titan's Anger"				0 	 0 	 
218 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Tantalose's Punishment"			0 	 0 	 
219 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Erohim's Nightmare"				0 	 0 	 
220 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Hell Maine's Insanity"			0 	 0 	 
221 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Kundun's Greed"				0 	 0 	 
223 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Cursed Hallow"				0 	 0 	 
224 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Bless of Light (Greater)"			0 	 0 	 
234 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Monster Summoning Scroll"			0 	 0 	 
236 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Reward Jar"					0 	 0 	 
237 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Reward Jar"					0 	 0 	 
238 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Reward Jar"					0 	 0 	 
239 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Reward Jar"					0 	 0 	 
240 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Reward Jar"					0 	 0 	 
241 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Valuable Reward Jar"				0 	 0 	 
244 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Evomon Summoning Scroll"			0 	 0 	 
245 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Tetra Crystal (Greater)"			0 	 0 	 
246 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Tetra Crystal (Standard)"			0 	 0 	 
247 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Tetra Crystal (Minor)"			0 	 0 	 
248 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Minor Evomon Box"				0 	 0 	 
249 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Standard Evomon Box"				0 	 0 	 
250 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Greater Evomon Box"				0 	 0 	 
251 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Luxurious Evomon Box"				0 	 0 	 
252 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Magnificent Evomon Box"			0 	 0 	 
253 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Legendary Evomon Box"				0 	 0 	 
254 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Gift of Henchmen"				0 	 0 	 
256 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Gift of Knights"				0 	 0 	 
257 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Gift of High Knights"				0 	 0 	 
258 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Minor Devil's Box"				0 	 0 	 
259 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Devil's Box"					0 	 0 	 
260 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "High Devil's Box"				0 	 0 	 
261 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Guardsman's Box"				0 	 0 	 
262 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Guardman Captain's Box"			0 	 0 	 
263 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Bless of Light (Low Grade)"			0 	 0 	 
264 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Bless of Light (Middle Grade)"		0 	 0 	 
265 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Goblin Treasure Box (Green)"			0 	 0 	 
266 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Goblin Treasure Box (Blue)"			0 	 0 	 
267 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Goblin Treasure Box (Red)"			0 	 0 	 
268 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Goblin Treasure Box (Yellow)"			0 	 0 	 
269 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Normal EXP Potion (1)"			0 	 0 	 
270 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Normal EXP Potion (2)"			0 	 0 	 
271 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Normal EXP Potion (3)"			0 	 0 	 
272 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Normal EXP Potion (4)"			0 	 0 	 
273 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Master EXP Potion (1)"			0 	 0 	 
274 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Master EXP Potion (2)"			0 	 0 	 
275 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Master EXP Potion (3)"			0 	 0 	 
276 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Master EXP Potion (4)"			0 	 0 	 
277 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Special Card"					0 	 0 	 
278 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Piece of Summoning Scroll"			0 	 0 	 
279 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Master EXP Potion (5)"			0 	 0 	 
280 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Master EXP Potion (6)"			0 	 0 	 
282 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Mastery Box(Minor)"				0 	 0 	 
283 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Mastery Box(Standard)"			0 	 0 	 
284 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Mastery Box(Greater)"				0 	 0 	 
285 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Ruud"						0 	 0 	 
286 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Pentagram Box"				0 	 0 	 
287 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Mastery Reward Chest (200,000)"		0 	 0 	 
288 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Mastery Reward Chest (100,000)"		0 	 0 	 
289 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Mastery Reward Chest (50,000)"		0 	 0 	 
290 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Elemental Powder"				0 	 0 	 
293 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Elemental Capsule(Normal)"			0 	 0 	 
296 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Capsule(Fire)"				0 	 0 	 
309 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Fragment of Radiance slot (1)"		0 	 0 	 
310 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Fragment of Radiance slot (2)"		0 	 0 	 
311 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Fragment of Radiance slot (3)"		0 	 0 	 
312 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Fragment of Radiance slot (4)"		0 	 0 	 
316 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Expansion Scroll of Radiance slot"		0 	 0 	 
317 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Talisman Element Change"			0 	 0 	 
320 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Blessing of Spirit"				0 	 0 	 
331 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "[PC room] 1 hour gift box"			0 	 0 	 
332 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "[PC room] 3-hour gift box"			0 	 0 	 
333 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "[PC room] 5-hour gift box"			0 	 0 	 
