//Index  Name						Damage  MP      BP      Range   Radio   Delay   Type	Effect	ReqLevel	ReqEnergy	ReqLeadership	ReqKillCount	ReqGuildStatus	DivisionStat1	DivisionValue1	DivisionStat2	DivisionValue2	SkillDamageType	ElementImprintBonus	AddDamageOption   DW      DK      FE      MG      DL      SU      RF      GL      RW      SL	GC
659	"Add Recover SD"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
660	"Add Range Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
663	"Add Block Part Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
664	"Add Parry Full Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
665	"Add Block Full Damage Rate"			39	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
666	"Add Impenetrable Defense"			35	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
667	"Add Resist Stun Rate"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
668	"Add Recover HP"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
669	"Add Recover SD"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
670	"Add Block Part Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
671	"Add Parry Full Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
672	"Add Block Full Damage Rate"			39	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
673	"Add Impenetrable Defense"			35	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
674	"Add Resist Stun Rate"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
675	"Add Recover HP"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
676	"Add Recover SD"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
677	"Add Block Part Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
678	"Add Parry Full Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
679	"Add Block Full Damage Rate"			39	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
680	"Add Impenetrable Defense"			35	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
681	"Add Resist Stun Rate"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
682	"Add Recover HP"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
683	"Add Recover SD"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
684	"Cloak of Transcendence Absorption PowUp"	38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
685	"Add GL Wing Defense"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
686	"Add GL Wing Damage"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
687	"Add Spin Step Improved"			3	15	0	2	2	500	2	0	0		0		0		0		0		2		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
688	"Add Harsh Strike Improved"			4	15	0	3	0	500	1	0	0		0		0		0		0		1		30		-1		-1		0		110			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
689	"Add Weapon Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
690	"Add Spin Step Enhanced"			4	20	0	2	2	500	2	0	0		0		0		0		0		2		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
691	"Add Harsh Strike Enhanced"			0	20	0	3	0	500	1	0	0		0		0		0		0		1		30		-1		-1		0		110			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
692	"Add Magic Pin Improved"			4	30	20	2	0	500	2	0	0		0		0		0		0		2		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
693	"Add Obsidian Improved"				18	50	50	0	5	0	0	220	0		0		0		0		0		1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
694	"Add Magic Pin Enhanced"			7	35	20	2	0	500	2	0	0		0		0		0		0		2		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
695	"Add Magic Pin Mastered"			0	40	22	3	0	500	2	0	0		0		0		0		0		2		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
696	"Add Breche Improved"				4	45	25	3	3	500	1	83	0		0		0		0		0		2		-1		-1		-1		0		110			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
697	"Add Breche Enhanced"				7	45	25	3	3	500	1	83	0		0		0		0		0		2		-1		-1		-1		0		110			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
698	"Add Breche Mastered"				0	50	30	4	4	500	1	83	0		0		0		0		0		2		-1		-1		-1		0		110			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
699	"Add Shining Peak Improved"			5	70	25	4	4	0	4	0	0		0		0		0		0		1		-1		-1		-1		0		110			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
700	"Add Burst"					38	200	50	0	0	60000	0	219	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
701	"Add Burst Improved"				23	210	52	0	0	60000	0	226	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
702	"Add Lance Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
703	"Add Circle Shield Improved"			10	100	50	0	0	0	0	221	0		0		0		0		0		2		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
704	"Add Shield Defense"				10	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
705	"Add Lance Mastery"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
706	"Add Circle Shield Enhanced"			23	100	50	0	0	0	0	222	0		0		0		0		0		2		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
707	"Add Shield Mastery"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
708	"Add Wrath Improved"				23	110	50	0	0	60000	0	223	0		0		0		0		0		2		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
709	"Add Wrath Enhanced"				23	130	60	0	0	60000	0	224	0		0		0		0		0		2		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
710	"Add Wrath Mastered"				38	150	80	0	0	60000	0	225	0		0		0		0		0		2		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
711	"Add GL Damage Multiplier Rate"			23	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
712	"Add GL Damage Multiplier Rate"			23	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
713	"Add Block Part Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
714	"Add Parry Full Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
715	"Add Block Full Damage Rate"			39	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
716	"Add Impenetrable Defense"			35	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
717	"Add Resist Stun Rate"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
718	"Add Recover HP"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
719	"Add Recover SD"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0
720	"Elemental Immunity"				0	300	200	0	0	500	0	243	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
721	"Debuff Immunity"				0	300	200	0	0	500	0	244	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
722	"Berserker"					0	500	300	0	0	500	0	245	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
723	"Fire Blow"					120	17	17	5	2	0	1	0	0		0		0		0		0		1		150		-1		-1		0		105			1		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
724	"Meteor Strike"					100	92	17	7	2	0	3	0	0		0		0		0		0		4		170		-1		-1		0		110			1		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
725	"Meteor Shower"					105	105	20	6	6	500	3	0	0		0		0		0		0		4		200		-1		-1		0		130			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
726	"Soul Seeker"					125	90	16	7	2	0	5	0	0		0		0		0		0		4		170		-1		-1		0		110			1		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
727	"Focus Shot"					110	12	9	7	0	0	4	0	0		0		0		0		0		2		100		-1		-1		0		130			1		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
729	"Fire Beast"					100	95	10	7	2	350	1	0	0		0		0		0		0		4		170		-1		-1		0		105			1		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
730	"Aqua Beast"					100	95	10	7	2	350	2	0	0		0		0		0		0		4		170		-1		-1		0		105			1		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
731	"Aqua Blood"					330	19	28	3	2	0	2	86	0		0		0		0		0		1		750		-1		-1		0		105			1		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
732	"Fire Blood"					330	19	28	3	2	0	1	157	0		0		0		0		0		1		750		-1		-1		0		105			1		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
733	"Dark Blast"					120	92	17	7	2	0	5	0	0		0		0		0		0		4		170		-1		-1		0		110			1		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
734	"Meteor Impact"					120	92	17	7	2	0	3	0	0		0		0		0		0		4		170		-1		-1		0		110			1		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
737	"Wind Soul"					85	60	17	6	2	0	4	0	0		0		0		0		0		1		250		-1		-1		0		105			1		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
739	"Dark Phoenix Shot"				650	30	10	7	2	600	5	132	0		0		0		0		0		2		170		-1		-1		0		110			1		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
740	"Archangel Will"				0	100	150	0	6	90000	0	246	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  1	  1	  1	  1	  1	  1	  1	  1	  1	  1	  0
743	"Add Max HP"					43	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  3	  3	  3	  3	  3
744	"Add Phoenix Shot Improved"			22	30	0	4	3	1200	4	132	0		0		0		0		0		3		200		-1		-1		0		125			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
745	"Add Phoenix Shot Enhanced"			1	30	0	4	3	1200	4	132	0		0		0		0		0		3		200		-1		-1		0		125			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
746	"Add Elemental Defense"				162	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  3	  3	  3	  3	  3
747	"Pentagram Elemental Defense Increase"		163	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  3	  3	  3	  3	  3	  3	  3	  3	  3	  0
748	"Add Magic Arrow Improved"			22	35	12	8	8	0	5	0	0		0		0		0		0		4		500		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
749	"Add Magic Arrow Enhanced"			22	42	18	8	8	0	5	0	0		0		0		0		0		4		500		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
750	"Add Plasma Ball Improved"			22	130	45	8	4	4000	5	0	0		0		0		0		0		4		200		-1		-1		0		110			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
751	"Add Plasma Ball Enhanced"			22	135	55	8	5	4000	5	0	0		0		0		0		0		4		200		-1		-1		0		110			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
752	"Add Rune Mace Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
753	"Add Rune Mace Mastery"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
754	"Add RW Wing Defense"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
755	"Add RW Wing Damage"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
756	"Add Block Full Damage Rate"			39	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
758	"Add Block Part Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
759	"Add Impenetrable Defense"			35	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
760	"Add Resist Stun Rate"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
761	"Add Recover HP"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
762	"Add Recover SD"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
763	"Add Range Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
765	"Add Might Improved"				23	60	0	0	0	60000	0	295	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
766	"Add Might Enhanced"				23	80	0	0	0	60000	0	296	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
768	"Add Haste Improved"				23	0	60	0	7	60000	0	298	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
769	"Add Haste Enhanced"				23	0	80	0	7	60000	0	299	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0
770	"Darkness Improved"				174	100	50	5	0	5000	0	302	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
771	"Darkness Enhanced"				175	100	50	5	0	5000	0	303	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
772	"Lesser Damage Enhanced"			177	50	15	8	5	30000	0	304	0		0		0		0		0		-1		-1		-1		-1		2		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
773	"Lesser Defense Enhanced"			177	50	15	8	5	30000	0	305	0		0		0		0		0		-1		-1		-1		-1		2		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
774	"Sahamutt Improved"				3	35	0	4	3	500	1	75	0		0		0		0		0		4		150		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
775	"Neil Improved"					3	60	4	4	4	800	3	74	0		0		0		0		0		4		150		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
776	"Ghost Phantom Improved"			3	70	8	4	5	500	4	56	0		0		0		0		0		4		150		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
777	"Ghost Phantom Enhanced"			22	70	8	5	5	500	4	56	0		0		0		0		0		4		150		-1		-1		0		125			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
778	"Ghost Phantom Mastered"			22	70	8	5	5	500	4	56	0		0		0		0		0		4		150		-1		-1		0		125			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
779	"Sword Inertia Improved"			22	7	5	6	6	0	5	0	0		0		0		0		0		2		150		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0
780	"Sword Inertia Enhanced"			0	10	7	7	6	0	5	0	0		0		0		0		0		2		150		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0
781	"Bat Flock Improved"				22	25	9	6	6	0	5	315	0		0		0		0		0		2		150		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0
782	"Bat Flock Enhanced"				23	30	12	6	6	0	5	315	0		0		0		0		0		2		150		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0
783	"Add Short Sword Damage"			22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0
784	"Add Short Sword Mastery"			23	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0
785	"Add SL Wing Defense"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0
786	"Add SL Wing Damage"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0
787	"Demolish Improved"				23	60	0	0	5	60000	0	319	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0
788	"Demolish Enhanced"				214	80	0	0	5	60000	0	320	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0
789	"Add Weapon Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  3	  0
790	"Add Impenetrable Defense"			35	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  3	  0
791	"Add Parry Full Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  3	  0
792	"Add Recover HP"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  3	  0
793	"Add Recover SD"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  3	  0
794	"Detection Improved"				0	100	100	0	0	5000	0	318	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0
801	"Strengthening Sword's Wrath"			226	21	17	0	0	0	0	327	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  3
802	"Sword Fury Mastery"				227	21	17	0	0	0	0	328	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  3
803	"Reinforced solid protection"			228	65	20	0	0	0	0	329	0		1052		0		0		0		-1		-1		-1		-1		1		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
804	"Solid protection skill"			229	65	20	0	0	0	0	330	0		1052		0		0		0		-1		-1		-1		-1		1		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
805	"Reinforced solid protection (3)"		230	65	20	0	0	0	0	331	0		1052		0		0		0		-1		-1		-1		-1		1		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
806	"Solid Protection Mastery"			231	65	20	0	0	0	0	332	0		1052		0		0		0		-1		-1		-1		-1		1		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
807	"Frozen Stab Improved"				232	30	24	5	3	0	2	86	0		0		0		0		0		4		150		-1		-1		0		135			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
809	"Frozen Stab Enhanced"				234	30	24	5	4	0	2	0	0		0		0		0		0		4		150		-1		-1		0		135			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
810	"Strengthen strong Conviction"			22	80	25	0	0	0	0	336	0		1040		0		0		0		-1		-1		-1		-1		1		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
811	"Add Twisting Slash Improved"			40	10	10	2	3	0	4	0	0		0		0		0		0		1		40		-1		-1		0		150			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
812	"Add Rageful Blow Improved"			22	25	22	3	4	0	3	0	0		0		0		0		0		1		150		-1		-1		0		125			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
813	"Rush"						178	200	200	7	0	1000	4	0	0		0		0		0		0		1		100		-1		-1		0		150			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
814	"Energy stat increase"				245	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3
815	"Heal stat increase"				246	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3
816	"Agility stat increase"				247	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3
817	"Strength stat increase"			248	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3
818	"Enhances Wing Defense of Hit"			249	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3
819	"Enhances Wing Attack of Hit"			250	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3
820	"Dark Plasma Enhancement"			251	22	15	6	5	5000	0	0	0		0		0		0		0		4		80		-1		0		0		105			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3
821	"Dark plasma skill"				252	22	15	6	5	5000	0	0	0		0		0		0		0		4		80		-1		0		0		105			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3
822	"Dark Plasma Mastery"				253	22	15	6	5	5000	0	0	0		0		0		0		0		4		80		-1		0		0		105			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3
823	"Ice break enhancement"				254	17	8	6	0	0	2	0	0		295		0		0		0		4		80		-1		0		0		105			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3
824	"Ice break Mastery"				255	17	8	6	0	0	2	0	0		295		0		0		0		4		80		-1		0		0		105			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3
825	"Death Fire Enhancement"			256	8	10	6	6	0	1	0	0		100		0		0		0		4		80		-1		0		0		105			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3
826	"Death Fire Mastery"				257	8	10	7	7	0	1	0	0		100		0		0		0		4		80		-1		0		0		105			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3
831	"Strengthen Magic Gun"				262	0	0	0	0	0	0	0	0		0		0		0		0		-1		0		-1		0		0		105			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3
